name,FIRSTNAME,LASTNAME,info,experience,sector,feedback,jurisdiction,charges,daysofdisposal,language,practices,cityofpractice,probonoserviceprovided,clientdemographics,gender
Shaan Soni,Shaan,Soni,"Shaan Soni has 12 years of experience in Consumer Protection Law, Criminal Law, and Human Rights Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 499.6432845245484 USD per hour. He takes 72.53924051391262 Avg Days for Disposal. He speaks: Tamil, Marathi and Hindi. He practices at Raj, Tailor and Gopal, and is based in Chennai. She provides pro bono services to the community. Her Client Demographics is Large Corporations.",12,"Consumer Protection Law, Criminal Law, and Human Rights Law",4,Specialized Court,499.6432845,72.53924051,"Tamil, Marathi and Hindi","Raj, Tailor and Gopal",Chennai,yes,Large Corporations,male
Stuvan Krish,Stuvan,Krish,"Stuvan Krish has 23 years of experience in Media and Entertainment Law, Real Estate Law, and Constitutional Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 179.08099054124 USD per hour. He takes 84.63014348379997 Avg Days for Disposal. He speaks: Telugu, Punjabi and Malayalam. He practices at Varughese-Ben, and is based in Kolkata. He provides pro bono services to the community. His Client Demographics is Small Businesses.",23,"Media and Entertainment Law, Real Estate Law, and Constitutional Law",3,Specialized Court,179.0809905,84.63014348,"Telugu, Punjabi and Malayalam",Varughese-Ben,Kolkata,yes,Small Businesses,male
Manikya Gour,Manikya,Gour,"Manikya Gour has 20 years of experience in Human Rights Law, Labor Law, and Banking and Finance Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is District Court. He charges 176.2047791420249 USD per hour. He takes 77.1057972918232 Avg Days for Disposal. He speaks: Kannada, Odia and Telugu. He practices at Sura, Sachar and Bawa, and is based in Bangalore. He provides pro bono services to the community. His Client Demographics is Small Businesses.",20,"Human Rights Law, Labor Law, and Banking and Finance Law",5,District Court,176.2047791,77.10579729,"Kannada, Odia and Telugu","Sura, Sachar and Bawa",Bangalore,yes,Small Businesses,male
Kavya Rattan,Kavya,Rattan,"Kavya Rattan has 25 years of experience in Consumer Protection Law, Real Estate Law, and Corporate Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is District Court. He charges 121.8872571052749 USD per hour. He takes 76.64146784113478 Avg Days for Disposal. He speaks: Hindi, Kannada and Malayalam. He practices at Sem and Sons, and is based in Hyderabad. He does not provide pro bono services to the community. His Client Demographics is Small Businesses.",25,"Consumer Protection Law, Real Estate Law, and Corporate Law",3,District Court,121.8872571,76.64146784,"Hindi, Kannada and Malayalam",Sem and Sons,Hyderabad,no,Small Businesses,male
Diya Bassi,Diya,Bassi,"Diya Bassi has 3 years of experience in Immigration Law, Family Law, and Tax Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is District Court. He charges 123.82861471940083 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Telugu, Telugu and Assamese. He practices at Guha, Chowdhury and Rout, and is based in Delhi. He does not provide pro bono services to the community. His Client Demographics is Individuals.",3,"Immigration Law, Family Law, and Tax Law",2.967963387,District Court,123.8286147,90.24561363,"Telugu, Telugu and Assamese","Guha, Chowdhury and Rout",Delhi,no,Individuals,male
Pari Garde,Pari,Garde,"Pari Garde has 5 years of experience in Human Rights Law, Tax Law, and Intellectual Property Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 178.3339682045215 USD per hour. He takes 110.0898988422 Avg Days for Disposal. He speaks: Assamese, Hindi and Hindi. He practices at Kala-Bera, and is based in Delhi. He provides pro bono services to the community. His Client Demographics is Small Businesses.",5,"Human Rights Law, Tax Law, and Intellectual Property Law",3,Supreme Court,178.3339682,110.0898988,"Assamese, Hindi and Hindi",Kala-Bera,Delhi,yes,Small Businesses,male
Saksham Amble,Saksham,Amble,"Saksham Amble has 19 years of experience in Criminal Law, Banking and Finance Law, and Criminal Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is High Court. He charges 406.7780203730872 USD per hour. He takes 79.70191870269346 Avg Days for Disposal. He speaks: Malayalam, Hindi and Tamil. He practices at Bali, Madan and Kata, and is based in Kolkata. He does not provide pro bono services to the community. His Client Demographics is Large Corporations.",19,"Criminal Law, Banking and Finance Law, and Criminal Law",5,High Court,406.7780204,79.7019187,"Malayalam, Hindi and Tamil","Bali, Madan and Kata",Kolkata,no,Large Corporations,male
Jivin Kalla,Jivin,Kalla,"Jivin Kalla has 7 years of experience in Family Law, Banking and Finance Law, and Civil Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is High Court. He charges 457.5905557864015 USD per hour. He takes 107.45064082745326 Avg Days for Disposal. He speaks: Gujarati, Hindi and Kannada. He practices at Jha Group, and is based in Mumbai. She does not provide pro bono services to the community. Her Client Demographics is Small Businesses.",7,"Family Law, Banking and Finance Law, and Civil Law",1,High Court,457.5905558,107.4506408,"Gujarati, Hindi and Kannada",Jha Group,Mumbai,no,Small Businesses,male
Aaina Ganesan,Aaina,Ganesan,"Aaina Ganesan has 21 years of experience in Constitutional Law, Immigration Law, and Constitutional Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 488.7892263684566 USD per hour. He takes 106.03188482091439 Avg Days for Disposal. He speaks: Marathi, Marathi and Hindi. He practices at Tara Inc, and is based in Chennai. She does not provide pro bono services to the community. Her Client Demographics is Small Businesses.",21,"Constitutional Law, Immigration Law, and Constitutional Law",5,Supreme Court,488.7892264,106.0318848,"Marathi, Marathi and Hindi",Tara Inc,Chennai,no,Small Businesses,male
Jayan Kaur,Jayan,Kaur,"Jayan Kaur has 9 years of experience in Human Rights Law, Corporate Law, and Environmental Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 154.53034434340367 USD per hour. He takes 70.7100044022526 Avg Days for Disposal. He speaks: Gujarati, Urdu and Odia. He practices at Kunda, Bose and Varughese, and is based in Hyderabad. She does not provide pro bono services to the community. Her Client Demographics is Small Businesses.",9,"Human Rights Law, Corporate Law, and Environmental Law",1,Supreme Court,154.5303443,70.7100044,"Gujarati, Urdu and Odia","Kunda, Bose and Varughese",Hyderabad,no,Small Businesses,male
Dhruv Yohannan,Dhruv,Yohannan,"Dhruv Yohannan has 7 years of experience in Media and Entertainment Law, Human Rights Law, and Banking and Finance Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 446.5838955263413 USD per hour. He takes 73.67383146490732 Avg Days for Disposal. He speaks: Assamese, Marathi and Telugu. He practices at Reddy and Sons, and is based in Bangalore. He does not provide pro bono services to the community. His Client Demographics is Individuals.",7,"Media and Entertainment Law, Human Rights Law, and Banking and Finance Law",2,Specialized Court,446.5838955,73.67383146,"Assamese, Marathi and Telugu",Reddy and Sons,Bangalore,no,Individuals,male
Hiran Dave,Hiran,Dave,"Hiran Dave has 18 years of experience in Banking and Finance Law, Consumer Protection Law, and Constitutional Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 197.71479017480166 USD per hour. He takes 128.40754439033526 Avg Days for Disposal. He speaks: Malayalam, Malayalam and Tamil. He practices at Raman PLC, and is based in Mumbai. He does not provide pro bono services to the community. His Client Demographics is Large Corporations.",18,"Banking and Finance Law, Consumer Protection Law, and Constitutional Law",5,Specialized Court,197.7147902,128.4075444,"Malayalam, Malayalam and Tamil",Raman PLC,Mumbai,no,Large Corporations,male
Madhav Malhotra,Madhav,Malhotra,"Madhav Malhotra has 4 years of experience in Human Rights Law, Human Rights Law, and Corporate Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is District Court. He charges 100.778245032598 USD per hour. He takes 116.26388912890715 Avg Days for Disposal. He speaks: Tamil, Malayalam and Odia. He practices at Deshmukh-Raju, and is based in Hyderabad. He does not provide pro bono services to the community. His Client Demographics is Small Businesses.",4,"Human Rights Law, Human Rights Law, and Corporate Law",5,District Court,100.778245,116.2638891,"Tamil, Malayalam and Odia",Deshmukh-Raju,Hyderabad,no,Small Businesses,male
Ivan Chaudhuri,Ivan,Chaudhuri,"Ivan Chaudhuri has 25 years of experience in Corporate Law, Labor Law, and Banking and Finance Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is District Court. He charges 441.5112164840745 USD per hour. He takes 89.52722230007844 Avg Days for Disposal. He speaks: Urdu, Telugu and Tamil. He practices at Srivastava, Sethi and Baria, and is based in Hyderabad. He provides pro bono services to the community. His Client Demographics is Large Corporations.",25,"Corporate Law, Labor Law, and Banking and Finance Law",4,District Court,441.5112165,89.5272223,"Urdu, Telugu and Tamil","Srivastava, Sethi and Baria",Hyderabad,yes,Large Corporations,male
Azad Suri,Azad,Suri,"Azad Suri has 28 years of experience in Tax Law, Real Estate Law, and Tax Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is Supreme Court. He charges 336.24753558962834 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Gujarati, Kannada and Odia. He practices at Raju, Kapoor and Ram, and is based in Kolkata. He does not provide pro bono services to the community. His Client Demographics is Large Corporations.",28,"Tax Law, Real Estate Law, and Tax Law",2.858744395,Supreme Court,336.2475356,89.76723953,"Gujarati, Kannada and Odia","Raju, Kapoor and Ram",Kolkata,no,Large Corporations,male
Priyansh Choudhry,Priyansh,Choudhry,"Priyansh Choudhry has 14 years of experience in Corporate Law, Intellectual Property Law, and Criminal Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is District Court. He charges 124.12890323647778 USD per hour. He takes 80.53730395579217 Avg Days for Disposal. He speaks: Punjabi, Kannada and Punjabi. He practices at Kaur-Mahajan, and is based in Kolkata. She provides pro bono services to the community. Her Client Demographics is Individuals.",14,"Corporate Law, Intellectual Property Law, and Criminal Law",1,District Court,124.1289032,80.53730396,"Punjabi, Kannada and Punjabi",Kaur-Mahajan,Kolkata,yes,Individuals,male
Tara Bains,Tara,Bains,"Tara Bains has 18 years of experience in Constitutional Law, Family Law, and Labor Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is High Court. He charges 243.42406588085115 USD per hour. He takes 96.4852907130051 Avg Days for Disposal. He speaks: Assamese, Urdu and Kannada. He practices at Khatri-D’Alia, and is based in Delhi. He provides pro bono services to the community. His Client Demographics is Large Corporations.",18,"Constitutional Law, Family Law, and Labor Law",1,High Court,243.4240659,96.48529071,"Assamese, Urdu and Kannada",Khatri-D’Alia,Delhi,yes,Large Corporations,male
Gokul Sangha,Gokul,Sangha,"Gokul Sangha has 26 years of experience in Constitutional Law, Intellectual Property Law, and Human Rights Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 179.26596269468044 USD per hour. He takes 79.24227148916293 Avg Days for Disposal. He speaks: Gujarati, Odia and Gujarati. He practices at Shroff, Bala and Raja, and is based in Bangalore. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",26,"Constitutional Law, Intellectual Property Law, and Human Rights Law",4,Supreme Court,179.2659627,79.24227149,"Gujarati, Odia and Gujarati","Shroff, Bala and Raja",Bangalore,yes,Small Businesses,male
Jivin Srivastava,Jivin,Srivastava,"Jivin Srivastava has 9 years of experience in Family Law, Corporate Law, and Intellectual Property Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 381.55755591958865 USD per hour. He takes 59.51469353552423 Avg Days for Disposal. He speaks: Gujarati, Assamese and Malayalam. He practices at Chokshi, Khatri and Doshi, and is based in Mumbai. He does not provide pro bono services to the community. His Client Demographics is Individuals.",9,"Family Law, Corporate Law, and Intellectual Property Law",4,Supreme Court,381.5575559,59.51469354,"Gujarati, Assamese and Malayalam","Chokshi, Khatri and Doshi",Mumbai,no,Individuals,male
Ranbir Sharaf,Ranbir,Sharaf,"Ranbir Sharaf has 26 years of experience in Constitutional Law, Consumer Protection Law, and Environmental Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is High Court. He charges 254.03730378092064 USD per hour. He takes 70.17666320233424 Avg Days for Disposal. He speaks: Gujarati, Punjabi and Hindi. He practices at Amble LLC, and is based in Delhi. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",26,"Constitutional Law, Consumer Protection Law, and Environmental Law",3,High Court,254.0373038,70.1766632,"Gujarati, Punjabi and Hindi",Amble LLC,Delhi,no,Individuals,male
Damini Virk,Damini,Virk,"Damini Virk has 21 years of experience in Environmental Law, Consumer Protection Law, and Labor Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 495.1759752978732 USD per hour. He takes 90.3163912177588 Avg Days for Disposal. He speaks: Malayalam, Hindi and Marathi. He practices at Sarkar Ltd, and is based in Bangalore. She provides pro bono services to the community. Her Client Demographics is Large Corporations.",21,"Environmental Law, Consumer Protection Law, and Labor Law",3,Specialized Court,495.1759753,90.31639122,"Malayalam, Hindi and Marathi",Sarkar Ltd,Bangalore,yes,Large Corporations,male
